file,pooling,split,seed,balanced,module,key,rows,cols,min_dim,effective_rank,rank_fraction,stable_rank,sigma_max
set_transformer_genus_s0.pt,set_transformer,genus,0,0,head,heads.pigmentation.weight,1,256,1,1.0,1.0,1.0,0.5381
set_transformer_genus_s0.pt,set_transformer,genus,0,0,head,heads.oxygen_tolerance.weight,6,256,6,4.1994,0.6999,1.9452,1.8875
set_transformer_genus_s0.pt,set_transformer,genus,0,0,head,heads.catalase.weight,1,256,1,1.0,1.0,1.0,0.8991
set_transformer_genus_s0.pt,set_transformer,genus,0,0,head,heads.cytochrome_oxidase.weight,1,256,1,1.0,1.0,1.0,0.9865
set_transformer_genus_s0.pt,set_transformer,genus,0,0,head,heads.halophily.weight,4,256,4,3.5656,0.8914,2.2216,0.9119
set_transformer_genus_s0.pt,set_transformer,genus,0,0,head,heads.temperature_class.weight,5,256,5,3.9294,0.7859,2.3847,1.7093
set_transformer_genus_s0.pt,set_transformer,genus,0,0,head,heads.ph_class.weight,3,256,3,2.4501,0.8167,1.5974,0.9519
set_transformer_genus_s0.pt,set_transformer,genus,0,0,head,heads.cultivation_medium.weight,200,256,200,5.6717,0.0284,1.383,22.9058
set_transformer_genus_s0.pt,set_transformer,genus,0,0,head,heads.carbon_utilization.weight,80,256,80,35.2068,0.4401,5.82,3.0001
set_transformer_genus_s0.pt,set_transformer,genus,0,0,head,heads.metabolite_production.weight,50,256,50,27.2584,0.5452,4.0439,2.9213
set_transformer_genus_s0.pt,set_transformer,genus,0,0,head,heads.amr_phenotype.weight,30,256,30,18.9032,0.6301,5.0204,2.4162
set_transformer_genus_s0.pt,set_transformer,genus,0,0,head,heads.biosafety_level.weight,4,256,4,2.6445,0.6611,1.5287,2.0977
set_transformer_genus_s0.pt,set_transformer,genus,0,0,head,heads.pathogenicity_human.weight,1,256,1,1.0,1.0,1.0,0.9456
set_transformer_genus_s0.pt,set_transformer,genus,0,0,head,heads.pathogenicity_animal.weight,1,256,1,1.0,1.0,1.0,0.9626
set_transformer_genus_s0.pt,set_transformer,genus,0,0,head,heads.isolation_source.weight,20,256,20,8.371,0.4185,2.1782,4.3706
set_transformer_genus_s0.pt,set_transformer,genus,0,0,head,heads.country.weight,100,256,100,15.4792,0.1548,2.0691,11.48
set_transformer_genus_s0.pt,set_transformer,genus,0,0,head,heads.fatty_acid_profile.weight,30,256,30,23.73,0.791,10.4496,0.4695
set_transformer_genus_s1.pt,set_transformer,genus,1,0,pool,pool.isab.mab0.fc_q.weight,640,640,640,353.2172,0.5519,33.6085,2.5954
set_transformer_genus_s1.pt,set_transformer,genus,1,0,pool,pool.isab.mab0.fc_k.weight,640,640,640,1.935,0.003,1.0984,74.6428
set_transformer_genus_s1.pt,set_transformer,genus,1,0,pool,pool.isab.mab0.fc_v.weight,640,640,640,36.964,0.0578,5.8387,12.1273
set_transformer_genus_s1.pt,set_transformer,genus,1,0,pool,pool.isab.mab0.fc_o.weight,640,640,640,83.3829,0.1303,5.4641,10.0368
set_transformer_genus_s1.pt,set_transformer,genus,1,0,pool,pool.isab.mab1.fc_q.weight,640,640,640,48.9177,0.0764,5.5584,10.825
set_transformer_genus_s1.pt,set_transformer,genus,1,0,pool,pool.isab.mab1.fc_k.weight,640,640,640,113.987,0.1781,5.8536,8.3147
set_transformer_genus_s1.pt,set_transformer,genus,1,0,pool,pool.isab.mab1.fc_v.weight,640,640,640,116.6393,0.1822,11.1742,5.9872
set_transformer_genus_s1.pt,set_transformer,genus,1,0,pool,pool.isab.mab1.fc_o.weight,640,640,640,85.9683,0.1343,5.1837,9.6231
set_transformer_genus_s1.pt,set_transformer,genus,1,0,pool,pool.pma.mab.fc_q.weight,640,640,640,205.3752,0.3209,5.3491,6.966
set_transformer_genus_s1.pt,set_transformer,genus,1,0,pool,pool.pma.mab.fc_k.weight,640,640,640,8.2503,0.0129,1.4039,28.079
set_transformer_genus_s1.pt,set_transformer,genus,1,0,pool,pool.pma.mab.fc_v.weight,640,640,640,127.6006,0.1994,12.7956,5.5512
set_transformer_genus_s1.pt,set_transformer,genus,1,0,pool,pool.pma.mab.fc_o.weight,640,640,640,77.7486,0.1215,6.9334,8.4996
set_transformer_genus_s1.pt,set_transformer,genus,1,0,encoder,encoder.0.weight,512,640,512,118.4575,0.2314,7.974,6.8643
set_transformer_genus_s1.pt,set_transformer,genus,1,0,encoder,encoder.3.weight,256,512,256,122.1448,0.4771,11.5055,4.1038
set_transformer_genus_s1.pt,set_transformer,genus,1,0,head,heads.gram_stain.weight,3,256,3,2.645,0.8817,1.882,1.3046
set_transformer_genus_s1.pt,set_transformer,genus,1,0,head,heads.cell_shape.weight,7,256,7,5.5767,0.7967,2.7846,1.6605
set_transformer_genus_s1.pt,set_transformer,genus,1,0,head,heads.motility.weight,1,256,1,1.0,1.0,1.0,0.8484
set_transformer_genus_s1.pt,set_transformer,genus,1,0,head,heads.sporulation.weight,1,256,1,1.0,1.0,1.0,1.263
set_transformer_genus_s1.pt,set_transformer,genus,1,0,head,heads.pigmentation.weight,1,256,1,1.0,1.0,1.0,0.5568
set_transformer_genus_s1.pt,set_transformer,genus,1,0,head,heads.oxygen_tolerance.weight,6,256,6,4.1613,0.6936,1.9246,1.8934
set_transformer_genus_s1.pt,set_transformer,genus,1,0,head,heads.catalase.weight,1,256,1,1.0,1.0,1.0,0.836
set_transformer_genus_s1.pt,set_transformer,genus,1,0,head,heads.cytochrome_oxidase.weight,1,256,1,1.0,1.0,1.0,1.0267
set_transformer_genus_s1.pt,set_transformer,genus,1,0,head,heads.halophily.weight,4,256,4,3.5067,0.8767,2.0976,0.9184
set_transformer_genus_s1.pt,set_transformer,genus,1,0,head,heads.temperature_class.weight,5,256,5,3.8006,0.7601,2.113,1.6834
set_transformer_genus_s1.pt,set_transformer,genus,1,0,head,heads.ph_class.weight,3,256,3,2.5368,0.8456,1.6581,0.9137
set_transformer_genus_s1.pt,set_transformer,genus,1,0,head,heads.cultivation_medium.weight,200,256,200,5.4128,0.0271,1.3699,23.2457
set_transformer_genus_s1.pt,set_transformer,genus,1,0,head,heads.carbon_utilization.weight,80,256,80,37.2875,0.4661,5.9866,2.8559
set_transformer_genus_s1.pt,set_transformer,genus,1,0,head,heads.metabolite_production.weight,50,256,50,25.7406,0.5148,3.7908,3.1027
set_transformer_genus_s1.pt,set_transformer,genus,1,0,head,heads.amr_phenotype.weight,30,256,30,20.0391,0.668,5.572,2.2536
set_transformer_genus_s1.pt,set_transformer,genus,1,0,head,heads.biosafety_level.weight,4,256,4,2.541,0.6352,1.4439,2.1313
set_transformer_genus_s1.pt,set_transformer,genus,1,0,head,heads.pathogenicity_human.weight,1,256,1,1.0,1.0,1.0,0.9988
set_transformer_genus_s1.pt,set_transformer,genus,1,0,head,heads.pathogenicity_animal.weight,1,256,1,1.0,1.0,1.0,1.0039
set_transformer_genus_s1.pt,set_transformer,genus,1,0,head,heads.isolation_source.weight,20,256,20,8.4859,0.4243,2.1847,4.1454
set_transformer_genus_s1.pt,set_transformer,genus,1,0,head,heads.country.weight,100,256,100,16.4808,0.1648,2.1478,10.9999
set_transformer_genus_s1.pt,set_transformer,genus,1,0,head,heads.fatty_acid_profile.weight,30,256,30,23.2234,0.7741,10.3676,0.4518
set_transformer_genus_s2.pt,set_transformer,genus,2,0,pool,pool.isab.mab0.fc_q.weight,640,640,640,325.097,0.508,16.6787,3.7448
set_transformer_genus_s2.pt,set_transformer,genus,2,0,pool,pool.isab.mab0.fc_k.weight,640,640,640,1.9098,0.003,1.0906,72.2635
set_transformer_genus_s2.pt,set_transformer,genus,2,0,pool,pool.isab.mab0.fc_v.weight,640,640,640,38.3316,0.0599,5.7069,12.1997
set_transformer_genus_s2.pt,set_transformer,genus,2,0,pool,pool.isab.mab0.fc_o.weight,640,640,640,77.5041,0.1211,5.4243,10.3843
set_transformer_genus_s2.pt,set_transformer,genus,2,0,pool,pool.isab.mab1.fc_q.weight,640,640,640,48.3501,0.0755,5.5931,10.9366
set_transformer_genus_s2.pt,set_transformer,genus,2,0,pool,pool.isab.mab1.fc_k.weight,640,640,640,54.68,0.0854,5.9147,10.5659
set_transformer_genus_s2.pt,set_transformer,genus,2,0,pool,pool.isab.mab1.fc_v.weight,640,640,640,118.1381,0.1846,12.344,5.7297
set_transformer_genus_s2.pt,set_transformer,genus,2,0,pool,pool.isab.mab1.fc_o.weight,640,640,640,91.5641,0.1431,6.2925,8.6889
set_transformer_genus_s2.pt,set_transformer,genus,2,0,pool,pool.pma.mab.fc_q.weight,640,640,640,185.8876,0.2904,4.7894,7.4699
set_transformer_genus_s2.pt,set_transformer,genus,2,0,pool,pool.pma.mab.fc_k.weight,640,640,640,10.1983,0.0159,1.4936,26.2333
set_transformer_genus_s2.pt,set_transformer,genus,2,0,pool,pool.pma.mab.fc_v.weight,640,640,640,132.5047,0.207,14.1148,5.2766
set_transformer_genus_s2.pt,set_transformer,genus,2,0,pool,pool.pma.mab.fc_o.weight,640,640,640,78.4586,0.1226,7.185,8.4173
set_transformer_genus_s2.pt,set_transformer,genus,2,0,encoder,encoder.0.weight,512,640,512,117.9203,0.2303,8.1048,6.8685
set_transformer_genus_s2.pt,set_transformer,genus,2,0,encoder,encoder.3.weight,256,512,256,122.0316,0.4767,12.1134,4.002
set_transformer_genus_s2.pt,set_transformer,genus,2,0,head,heads.gram_stain.weight,3,256,3,2.6286,0.8762,1.8469,1.3219
set_transformer_genus_s2.pt,set_transformer,genus,2,0,head,heads.cell_shape.weight,7,256,7,5.7425,0.8204,2.8927,1.6719
set_transformer_genus_s2.pt,set_transformer,genus,2,0,head,heads.motility.weight,1,256,1,1.0,1.0,1.0,0.8621
set_transformer_genus_s2.pt,set_transformer,genus,2,0,head,heads.sporulation.weight,1,256,1,1.0,1.0,1.0,1.2659
set_transformer_genus_s2.pt,set_transformer,genus,2,0,head,heads.pigmentation.weight,1,256,1,1.0,1.0,1.0,0.5688
set_transformer_genus_s2.pt,set_transformer,genus,2,0,head,heads.oxygen_tolerance.weight,6,256,6,4.0728,0.6788,1.8873,1.9537
set_transformer_genus_s2.pt,set_transformer,genus,2,0,head,heads.catalase.weight,1,256,1,1.0,1.0,1.0,0.8913
set_transformer_genus_s2.pt,set_transformer,genus,2,0,head,heads.cytochrome_oxidase.weight,1,256,1,1.0,1.0,1.0,1.0652
set_transformer_genus_s2.pt,set_transformer,genus,2,0,head,heads.halophily.weight,4,256,4,3.608,0.902,2.253,0.9042
set_transformer_genus_s2.pt,set_transformer,genus,2,0,head,heads.temperature_class.weight,5,256,5,3.9702,0.794,2.2392,1.6101
set_transformer_genus_s2.pt,set_transformer,genus,2,0,head,heads.ph_class.weight,3,256,3,2.4547,0.8182,1.6018,0.9576
set_transformer_genus_s2.pt,set_transformer,genus,2,0,head,heads.cultivation_medium.weight,200,256,200,5.6332,0.0282,1.3785,22.6581
set_transformer_genus_s2.pt,set_transformer,genus,2,0,head,heads.carbon_utilization.weight,80,256,80,35.7288,0.4466,5.8989,3.0103
set_transformer_genus_s2.pt,set_transformer,genus,2,0,head,heads.metabolite_production.weight,50,256,50,27.1787,0.5436,4.065,2.9118
set_transformer_genus_s2.pt,set_transformer,genus,2,0,head,heads.amr_phenotype.weight,30,256,30,19.0149,0.6338,4.9875,2.4515
set_transformer_genus_s2.pt,set_transformer,genus,2,0,head,heads.biosafety_level.weight,4,256,4,2.6502,0.6625,1.5269,2.0396
set_transformer_genus_s2.pt,set_transformer,genus,2,0,head,heads.pathogenicity_human.weight,1,256,1,1.0,1.0,1.0,0.9186
set_transformer_genus_s2.pt,set_transformer,genus,2,0,head,heads.pathogenicity_animal.weight,1,256,1,1.0,1.0,1.0,0.9134
set_transformer_genus_s2.pt,set_transformer,genus,2,0,head,heads.isolation_source.weight,20,256,20,9.1231,0.4562,2.3594,3.8918
set_transformer_genus_s2.pt,set_transformer,genus,2,0,head,heads.country.weight,100,256,100,17.3151,0.1732,2.1945,10.8407
set_transformer_genus_s2.pt,set_transformer,genus,2,0,head,heads.fatty_acid_profile.weight,30,256,30,23.3001,0.7767,10.7477,0.4432
set_transformer_species_s0.pt,set_transformer,species,0,0,pool,pool.isab.mab0.fc_q.weight,640,640,640,262.0468,0.4094,8.7377,5.3945
set_transformer_species_s0.pt,set_transformer,species,0,0,pool,pool.isab.mab0.fc_k.weight,640,640,640,2.29,0.0036,1.1475,66.8073
set_transformer_species_s0.pt,set_transformer,species,0,0,pool,pool.isab.mab0.fc_v.weight,640,640,640,39.795,0.0622,4.9959,12.6218
set_transformer_species_s0.pt,set_transformer,species,0,0,pool,pool.isab.mab0.fc_o.weight,640,640,640,82.8818,0.1295,5.3743,10.2211
set_transformer_species_s0.pt,set_transformer,species,0,0,pool,pool.isab.mab1.fc_q.weight,640,640,640,47.7866,0.0747,4.3396,11.9172
set_transformer_species_s0.pt,set_transformer,species,0,0,pool,pool.isab.mab1.fc_k.weight,640,640,640,60.5666,0.0946,6.1865,9.799
set_transformer_species_s0.pt,set_transformer,species,0,0,pool,pool.isab.mab1.fc_v.weight,640,640,640,123.9077,0.1936,10.0117,6.1379
set_transformer_species_s0.pt,set_transformer,species,0,0,pool,pool.isab.mab1.fc_o.weight,640,640,640,101.0635,0.1579,7.2855,7.7481
set_transformer_species_s0.pt,set_transformer,species,0,0,pool,pool.pma.mab.fc_q.weight,640,640,640,170.5425,0.2665,4.3941,7.9054
set_transformer_species_s0.pt,set_transformer,species,0,0,pool,pool.pma.mab.fc_k.weight,640,640,640,8.9699,0.014,1.4312,27.2975
set_transformer_species_s0.pt,set_transformer,species,0,0,pool,pool.pma.mab.fc_v.weight,640,640,640,141.9695,0.2218,12.8878,5.3244
set_transformer_species_s0.pt,set_transformer,species,0,0,pool,pool.pma.mab.fc_o.weight,640,640,640,84.3257,0.1318,6.4116,8.4951
set_transformer_species_s0.pt,set_transformer,species,0,0,encoder,encoder.0.weight,512,640,512,135.5671,0.2648,8.7443,6.131
set_transformer_species_s0.pt,set_transformer,species,0,0,encoder,encoder.3.weight,256,512,256,128.8453,0.5033,12.9871,3.6061
set_transformer_species_s0.pt,set_transformer,species,0,0,head,heads.gram_stain.weight,3,256,3,2.5386,0.8462,1.7881,1.3442
set_transformer_species_s0.pt,set_transformer,species,0,0,head,heads.cell_shape.weight,7,256,7,5.6647,0.8092,2.779,1.5465
set_transformer_species_s0.pt,set_transformer,species,0,0,head,heads.motility.weight,1,256,1,1.0,1.0,1.0,0.7741
set_transformer_species_s0.pt,set_transformer,species,0,0,head,heads.sporulation.weight,1,256,1,1.0,1.0,1.0,1.0818
set_transformer_species_s0.pt,set_transformer,species,0,0,head,heads.pigmentation.weight,1,256,1,1.0,1.0,1.0,0.5522
set_transformer_species_s0.pt,set_transformer,species,0,0,head,heads.oxygen_tolerance.weight,6,256,6,4.0382,0.673,1.8894,1.9759
set_transformer_species_s0.pt,set_transformer,species,0,0,head,heads.catalase.weight,1,256,1,1.0,1.0,1.0,0.7796
set_transformer_species_s0.pt,set_transformer,species,0,0,head,heads.cytochrome_oxidase.weight,1,256,1,1.0,1.0,1.0,0.9908
set_transformer_species_s0.pt,set_transformer,species,0,0,head,heads.halophily.weight,4,256,4,3.5425,0.8856,2.1839,0.901
set_transformer_species_s0.pt,set_transformer,species,0,0,head,heads.temperature_class.weight,5,256,5,4.2008,0.8402,2.4913,1.4539
set_transformer_species_s0.pt,set_transformer,species,0,0,head,heads.ph_class.weight,3,256,3,2.569,0.8563,1.7093,0.8764
set_transformer_species_s0.pt,set_transformer,species,0,0,head,heads.cultivation_medium.weight,200,256,200,6.4088,0.032,1.4361,20.725
set_transformer_species_s0.pt,set_transformer,species,0,0,head,heads.carbon_utilization.weight,80,256,80,38.4456,0.4806,6.105,2.7241
set_transformer_species_s0.pt,set_transformer,species,0,0,head,heads.metabolite_production.weight,50,256,50,29.3941,0.5879,4.5429,2.6461
set_transformer_species_s0.pt,set_transformer,species,0,0,head,heads.amr_phenotype.weight,30,256,30,21.1384,0.7046,5.9581,2.0789
set_transformer_species_s0.pt,set_transformer,species,0,0,head,heads.biosafety_level.weight,4,256,4,2.7694,0.6923,1.5882,1.9218
set_transformer_species_s0.pt,set_transformer,species,0,0,head,heads.pathogenicity_human.weight,1,256,1,1.0,1.0,1.0,0.7401
set_transformer_species_s0.pt,set_transformer,species,0,0,head,heads.pathogenicity_animal.weight,1,256,1,1.0,1.0,1.0,0.9545
set_transformer_species_s0.pt,set_transformer,species,0,0,head,heads.isolation_source.weight,20,256,20,9.0868,0.4543,2.3009,3.7328
set_transformer_species_s0.pt,set_transformer,species,0,0,head,heads.country.weight,100,256,100,14.74,0.1474,2.0352,11.03
set_transformer_species_s0.pt,set_transformer,species,0,0,head,heads.fatty_acid_profile.weight,30,256,30,24.3874,0.8129,12.1715,0.457
set_transformer_species_s1.pt,set_transformer,species,1,0,pool,pool.isab.mab0.fc_q.weight,640,640,640,273.0893,0.4267,9.4976,5.1403
set_transformer_species_s1.pt,set_transformer,species,1,0,pool,pool.isab.mab0.fc_k.weight,640,640,640,1.9186,0.003,1.0923,71.1759
set_transformer_species_s1.pt,set_transformer,species,1,0,pool,pool.isab.mab0.fc_v.weight,640,640,640,40.5264,0.0633,5.3196,12.0081
set_transformer_species_s1.pt,set_transformer,species,1,0,pool,pool.isab.mab0.fc_o.weight,640,640,640,87.6775,0.137,5.3672,9.8636
set_transformer_species_s1.pt,set_transformer,species,1,0,pool,pool.isab.mab1.fc_q.weight,640,640,640,38.6893,0.0605,4.3626,13.1773
set_transformer_species_s1.pt,set_transformer,species,1,0,pool,pool.isab.mab1.fc_k.weight,640,640,640,63.5819,0.0993,5.8845,10.4723
set_transformer_species_s1.pt,set_transformer,species,1,0,pool,pool.isab.mab1.fc_v.weight,640,640,640,139.5273,0.218,12.5834,5.3895
set_transformer_species_s1.pt,set_transformer,species,1,0,pool,pool.isab.mab1.fc_o.weight,640,640,640,104.2042,0.1628,7.8753,7.5068
set_transformer_species_s1.pt,set_transformer,species,1,0,pool,pool.pma.mab.fc_q.weight,640,640,640,151.7226,0.2371,3.9757,8.438
set_transformer_species_s1.pt,set_transformer,species,1,0,pool,pool.pma.mab.fc_k.weight,640,640,640,6.174,0.0096,1.3204,32.1444
set_transformer_species_s1.pt,set_transformer,species,1,0,pool,pool.pma.mab.fc_v.weight,640,640,640,149.2231,0.2332,14.0657,5.0758
set_transformer_species_s1.pt,set_transformer,species,1,0,pool,pool.pma.mab.fc_o.weight,640,640,640,93.9456,0.1468,7.281,7.846
set_transformer_species_s1.pt,set_transformer,species,1,0,encoder,encoder.0.weight,512,640,512,133.6851,0.2611,8.6736,6.2001
set_transformer_species_s1.pt,set_transformer,species,1,0,encoder,encoder.3.weight,256,512,256,128.6306,0.5025,12.9968,3.5987
set_transformer_species_s1.pt,set_transformer,species,1,0,head,heads.gram_stain.weight,3,256,3,2.507,0.8357,1.6281,1.292
set_transformer_species_s1.pt,set_transformer,species,1,0,head,heads.cell_shape.weight,7,256,7,5.6764,0.8109,2.6912,1.4268
set_transformer_species_s1.pt,set_transformer,species,1,0,head,heads.motility.weight,1,256,1,1.0,1.0,1.0,0.7496
set_transformer_species_s1.pt,set_transformer,species,1,0,head,heads.sporulation.weight,1,256,1,1.0,1.0,1.0,1.0692
set_transformer_species_s1.pt,set_transformer,species,1,0,head,heads.pigmentation.weight,1,256,1,1.0,1.0,1.0,0.5465
set_transformer_species_s1.pt,set_transformer,species,1,0,head,heads.oxygen_tolerance.weight,6,256,6,4.2631,0.7105,1.9937,1.7851
set_transformer_species_s1.pt,set_transformer,species,1,0,head,heads.catalase.weight,1,256,1,1.0,1.0,1.0,0.7646
set_transformer_species_s1.pt,set_transformer,species,1,0,head,heads.cytochrome_oxidase.weight,1,256,1,1.0,1.0,1.0,0.8958
set_transformer_species_s1.pt,set_transformer,species,1,0,head,heads.halophily.weight,4,256,4,3.6802,0.9201,2.3385,0.8551
set_transformer_species_s1.pt,set_transformer,species,1,0,head,heads.temperature_class.weight,5,256,5,4.0141,0.8028,2.2567,1.5026
set_transformer_species_s1.pt,set_transformer,species,1,0,head,heads.ph_class.weight,3,256,3,2.639,0.8797,1.7776,0.8076
set_transformer_species_s1.pt,set_transformer,species,1,0,head,heads.cultivation_medium.weight,200,256,200,6.6825,0.0334,1.448,19.5114
set_transformer_species_s1.pt,set_transformer,species,1,0,head,heads.carbon_utilization.weight,80,256,80,40.4772,0.506,6.5295,2.5287
set_transformer_species_s1.pt,set_transformer,species,1,0,head,heads.metabolite_production.weight,50,256,50,28.96,0.5792,4.3808,2.6519
set_transformer_species_s1.pt,set_transformer,species,1,0,head,heads.amr_phenotype.weight,30,256,30,21.3613,0.712,6.1359,1.998
set_transformer_species_s1.pt,set_transformer,species,1,0,head,heads.biosafety_level.weight,4,256,4,2.7014,0.6753,1.5161,1.8874
set_transformer_species_s1.pt,set_transformer,species,1,0,head,heads.pathogenicity_human.weight,1,256,1,1.0,1.0,1.0,0.7888
set_transformer_species_s1.pt,set_transformer,species,1,0,head,heads.pathogenicity_animal.weight,1,256,1,1.0,1.0,1.0,0.9916
set_transformer_species_s1.pt,set_transformer,species,1,0,head,heads.isolation_source.weight,20,256,20,9.3515,0.4676,2.3569,3.5886
set_transformer_species_s1.pt,set_transformer,species,1,0,head,heads.country.weight,100,256,100,15.6127,0.1561,2.0866,10.1429
set_transformer_species_s1.pt,set_transformer,species,1,0,head,heads.fatty_acid_profile.weight,30,256,30,24.7223,0.8241,12.451,0.4645
set_transformer_species_s2.pt,set_transformer,species,2,0,pool,pool.isab.mab0.fc_q.weight,640,640,640,235.6721,0.3682,6.8895,6.1623
set_transformer_species_s2.pt,set_transformer,species,2,0,pool,pool.isab.mab0.fc_k.weight,640,640,640,2.0087,0.0031,1.1028,69.7011
set_transformer_species_s2.pt,set_transformer,species,2,0,pool,pool.isab.mab0.fc_v.weight,640,640,640,42.5841,0.0665,5.933,11.3889
set_transformer_species_s2.pt,set_transformer,species,2,0,pool,pool.isab.mab0.fc_o.weight,640,640,640,89.2321,0.1394,5.8019,9.5749
set_transformer_species_s2.pt,set_transformer,species,2,0,pool,pool.isab.mab1.fc_q.weight,640,640,640,55.1602,0.0862,5.6692,10.4515
set_transformer_species_s2.pt,set_transformer,species,2,0,pool,pool.isab.mab1.fc_k.weight,640,640,640,39.1899,0.0612,4.7098,13.9117
set_transformer_species_s2.pt,set_transformer,species,2,0,pool,pool.isab.mab1.fc_v.weight,640,640,640,133.9124,0.2092,12.2703,5.5373
set_transformer_species_s2.pt,set_transformer,species,2,0,pool,pool.isab.mab1.fc_o.weight,640,640,640,109.038,0.1704,7.4072,7.6354
set_transformer_species_s2.pt,set_transformer,species,2,0,pool,pool.pma.mab.fc_q.weight,640,640,640,238.8634,0.3732,6.5592,6.1717
set_transformer_species_s2.pt,set_transformer,species,2,0,pool,pool.pma.mab.fc_k.weight,640,640,640,8.2584,0.0129,1.3947,27.7825
set_transformer_species_s2.pt,set_transformer,species,2,0,pool,pool.pma.mab.fc_v.weight,640,640,640,155.1993,0.2425,14.7973,4.912
set_transformer_species_s2.pt,set_transformer,species,2,0,pool,pool.pma.mab.fc_o.weight,640,640,640,93.7186,0.1464,7.064,7.9924
set_transformer_species_s2.pt,set_transformer,species,2,0,encoder,encoder.0.weight,512,640,512,138.7276,0.271,9.7782,5.8131
set_transformer_species_s2.pt,set_transformer,species,2,0,encoder,encoder.3.weight,256,512,256,127.895,0.4996,13.2532,3.5459
set_transformer_species_s2.pt,set_transformer,species,2,0,head,heads.gram_stain.weight,3,256,3,2.5397,0.8466,1.6954,1.3337
set_transformer_species_s2.pt,set_transformer,species,2,0,head,heads.cell_shape.weight,7,256,7,5.541,0.7916,2.6181,1.5316
set_transformer_species_s2.pt,set_transformer,species,2,0,head,heads.motility.weight,1,256,1,1.0,1.0,1.0,0.7971
set_transformer_species_s2.pt,set_transformer,species,2,0,head,heads.sporulation.weight,1,256,1,1.0,1.0,1.0,1.1185
set_transformer_species_s2.pt,set_transformer,species,2,0,head,heads.pigmentation.weight,1,256,1,1.0,1.0,1.0,0.5605
set_transformer_species_s2.pt,set_transformer,species,2,0,head,heads.oxygen_tolerance.weight,6,256,6,4.3199,0.72,2.0861,1.7822
set_transformer_species_s2.pt,set_transformer,species,2,0,head,heads.catalase.weight,1,256,1,1.0,1.0,1.0,0.7514
set_transformer_species_s2.pt,set_transformer,species,2,0,head,heads.cytochrome_oxidase.weight,1,256,1,1.0,1.0,1.0,0.9206
set_transformer_species_s2.pt,set_transformer,species,2,0,head,heads.halophily.weight,4,256,4,3.6172,0.9043,2.2225,0.8862
set_transformer_species_s2.pt,set_transformer,species,2,0,head,heads.temperature_class.weight,5,256,5,4.1287,0.8257,2.3275,1.4418
set_transformer_species_s2.pt,set_transformer,species,2,0,head,heads.ph_class.weight,3,256,3,2.4821,0.8274,1.6323,0.8839
set_transformer_species_s2.pt,set_transformer,species,2,0,head,heads.cultivation_medium.weight,200,256,200,6.752,0.0338,1.4484,19.5919
set_transformer_species_s2.pt,set_transformer,species,2,0,head,heads.carbon_utilization.weight,80,256,80,38.7828,0.4848,6.1805,2.665
set_transformer_species_s2.pt,set_transformer,species,2,0,head,heads.metabolite_production.weight,50,256,50,29.1906,0.5838,4.4382,2.6365
set_transformer_species_s2.pt,set_transformer,species,2,0,head,heads.amr_phenotype.weight,30,256,30,20.6129,0.6871,5.5949,2.1084
set_transformer_species_s2.pt,set_transformer,species,2,0,head,heads.biosafety_level.weight,4,256,4,2.7471,0.6868,1.5641,1.7989
set_transformer_species_s2.pt,set_transformer,species,2,0,head,heads.pathogenicity_human.weight,1,256,1,1.0,1.0,1.0,0.7662
set_transformer_species_s2.pt,set_transformer,species,2,0,head,heads.pathogenicity_animal.weight,1,256,1,1.0,1.0,1.0,0.861
set_transformer_species_s2.pt,set_transformer,species,2,0,head,heads.isolation_source.weight,20,256,20,9.8494,0.4925,2.4786,3.3925
set_transformer_species_s2.pt,set_transformer,species,2,0,head,heads.country.weight,100,256,100,16.5442,0.1654,2.1508,10.2267
set_transformer_species_s2.pt,set_transformer,species,2,0,head,heads.fatty_acid_profile.weight,30,256,30,24.5704,0.819,12.271,0.4695
