pooling,split,balanced_families,trait,metric,mean,std,ci95,lo,hi,n
set_transformer,family,False,halophily,acc,0.47614917159080505,0.0,0.0,0.47614917159080505,0.47614917159080505,2
set_transformer,family,False,isolation_source,acc,0.40625,0.08308505184704115,0.7464775454401968,-0.34022754544019684,1.1527275454401968,2
set_transformer,family,False,metabolite_production,f1,0.11418581673029737,0.011217277366147287,0.10078161460642697,0.013404202123870404,0.21496743133672436,2
set_transformer,family,False,motility,acc,0.6606822311878204,0.04400902271865086,0.3953990101218223,0.2652832210659981,1.0560812413096428,2
set_transformer,family,False,oxygen_tolerance,acc,0.5763535499572754,0.0003272281318385813,0.0029399807453155515,0.5734135692119599,0.5792935307025909,2
set_transformer,family,False,pathogenicity_animal,acc,0.8163594305515289,0.03747339521376355,0.336679672896862,0.4796797576546669,1.153039103448391,2
set_transformer,family,False,pathogenicity_human,acc,0.8214285671710968,0.029517418914059103,0.26519921368360516,0.5562293534874916,1.086627780854702,2
set_transformer,family,False,ph_class,acc,0.5630252361297607,0.004753658749846716,0.042709241151809685,0.520315994977951,0.6057344772815705,2
set_transformer,family,False,pigmentation,acc,0.7335092127323151,0.0018657145430317462,0.016762510001659393,0.7167467027306557,0.7502717227339745,2
set_transformer,family,False,sporulation,acc,0.9245982766151428,0.0052443323602105445,0.04711769759654998,0.8774805790185929,0.9717159742116928,2
set_transformer,family,False,temperature_class,acc,0.7343102395534515,0.0031398980672130944,0.028210410296916955,0.7060998292565346,0.7625206498503685,2
set_transformer,family,True,amr_phenotype,f1,0.38258223100142047,0.005909237422538136,0.014680544310863377,0.3679016866905571,0.3972627753122838,3
set_transformer,family,True,biosafety_level,acc,0.8385593295097351,0.01910075218750888,0.04745272846713666,0.7911066010425984,0.8860120579768718,3
set_transformer,family,True,carbon_utilization,f1,0.46604709999234073,0.008845166848523406,0.02197438596077828,0.44407271403156245,0.488021485953119,3
set_transformer,family,True,catalase,acc,0.8446759184201559,0.015533441043045644,0.03859032108997035,0.8060855973301855,0.8832662395101263,3
set_transformer,family,True,cell_shape,acc,0.5221048494180044,0.05038183951421755,0.12516552891076613,0.39693932050723824,0.6472703783287705,3
set_transformer,family,True,country,acc,0.06033798431356748,0.008315893000959305,0.020659490718608682,0.0396784935949588,0.08099747503217616,3
set_transformer,family,True,cultivation_medium,f1,0.3153522114077399,0.00781905597365825,0.01942517950837507,0.2959270318993648,0.33477739091611497,3
set_transformer,family,True,cytochrome_oxidase,acc,0.8328395088513693,0.005987335604199758,0.014874566607565892,0.8179649422438033,0.8477140754589352,3
set_transformer,family,True,fatty_acid_profile,rmse,0.28182442976413574,0.05015506037457055,0.12460213282929047,0.15722229693484527,0.40642656259342624,3
set_transformer,family,True,gram_stain,acc,0.9079765876134237,0.0038938554045943844,0.009673653759318687,0.898302933854105,0.9176502413727424,3
